"AllTags","Type","Team","Contact","ResourceId","Finding","FindingLink","DateIdentified"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/gop-test-fna","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fgop-test-fna","3/31/2022 8:30:41 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/appsapidevrgp001/providers/microsoft.web/sites/appsapi-poc-fna-002","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fappsapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fappsapi-poc-fna-002","6/2/2022 8:30:58 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/appsapidevrgp001/providers/microsoft.web/sites/appsapi-poc-fna-001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fappsapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fappsapi-poc-fna-001","6/2/2022 8:30:58 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/snftdevfnc001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnftdevfnc001","6/20/2022 8:31:01 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/snftdevfnc002","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnftdevfnc002","6/21/2022 8:30:58 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/aktest-subscriber","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2faktest-subscriber","1/19/2022 8:30:48 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/snip-pe-002-sbx","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnip-pe-002-sbx","1/25/2022 8:30:07 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/snip-pe-001-sbx","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnip-pe-001-sbx","1/25/2022 8:30:07 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintdevrgp001/providers/microsoft.web/sites/snint-ifit-publisher-fna-dev","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnint-ifit-publisher-fna-dev","10/19/2021 8:30:16 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/mock-sftp-test","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fmock-sftp-test","10/28/2021 8:30:19 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/ramfunctionappexample","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2framfunctionappexample","12/22/2021 8:30:40 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snacsbxrgp001/providers/microsoft.web/sites/chadsplunktestfna","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnacsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fchadsplunktestfna","11/17/2021 8:30:13 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sninvfpdevfnc001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsninvfpdevfnc001","11/15/2021 8:30:06 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snwfmdevrgp001/providers/microsoft.web/sites/snqmsdevfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnwfmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnqmsdevfap001","10/14/2021 8:30:17 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sncapidevemlfnc001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsncapidevemlfnc001","10/3/2021 9:30:19 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/nodehi","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fnodehi","10/3/2021 9:30:19 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmsafetyfuncapp003","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmsafetyfuncapp003","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintdevrgp001/providers/microsoft.web/sites/snint-fn-test-sftp-onpremise-dev","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnint-fn-test-sftp-onpremise-dev","9/10/2021 8:30:39 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/cxevhdevrgp001/providers/microsoft.web/sites/cxevhdevfnc001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fcxevhdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fcxevhdevfnc001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/cxevhdevrgp001/providers/microsoft.web/sites/cxevhtsstfnc001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fcxevhdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fcxevhtsstfnc001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmsafetyfuncapp001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmsafetyfuncapp001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmsafetyfuncapp002","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmsafetyfuncapp002","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmvisionfunc-crop-labelled","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmvisionfunc-crop-labelled","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmvisionfunc-enhance","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmvisionfunc-enhance","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmvisionfunc-png-2-jpeg","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmvisionfunc-png-2-jpeg","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/scmdevrgp001/providers/microsoft.web/sites/scmvisionfunc-raw-png-to-jpeg","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fscmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fscmvisionfunc-raw-png-to-jpeg","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sndiclkfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsndiclkfap001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sndilpcfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsndilpcfap001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/snint-orders-fna1-sbx","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnint-orders-fna1-sbx","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/snintsbxfna002","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnintsbxfna002","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sninvdevrgp001/providers/microsoft.web/sites/sninvdevfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsninvdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsninvdevfap001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sninvdevrgp002/providers/microsoft.web/sites/sninvtstfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsninvdevrgp002%2fproviders%2fmicrosoft.web%2fsites%2fsninvtstfap001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snwfmdevrgp001/providers/microsoft.web/sites/snwfmdevfap001","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnwfmdevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnwfmdevfap001","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/varedevrgp002/providers/microsoft.web/sites/sleepnumberdemo","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fvaredevrgp002%2fproviders%2fmicrosoft.web%2fsites%2fsleepnumberdemo","8/6/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/snintsbxrgp001/providers/microsoft.web/sites/snint-poc-ifit-pvedi","FTPS should be required in function apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/972a6579-f38f-c0b9-1b4b-a5bbeba3ab5b/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsnintsbxrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsnint-poc-ifit-pvedi","10/18/2021 6:44:13 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sninvfpdevaps001","FTPS should be required in web apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/19beaa2a-a126-b4dd-6d35-617f6cc83fca/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsninvfpdevaps001","11/16/2021 8:30:02 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sncapidevrgp001/providers/microsoft.web/sites/sncapidevaps001","FTPS should be required in web apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/19beaa2a-a126-b4dd-6d35-617f6cc83fca/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsncapidevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsncapidevaps001","10/3/2021 9:30:17 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sninudevrgp001/providers/microsoft.web/sites/sninudevaps002","FTPS should be required in web apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/19beaa2a-a126-b4dd-6d35-617f6cc83fca/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsninudevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsninudevaps002","9/16/2021 2:39:12 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sninvdevrgp002/providers/microsoft.web/sites/sninvtstapswebapi002","FTPS should be required in web apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/19beaa2a-a126-b4dd-6d35-617f6cc83fca/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsninvdevrgp002%2fproviders%2fmicrosoft.web%2fsites%2fsninvtstapswebapi002","4/7/2022 7:06:08 PM"
"System.Object[]","","","","/subscriptions/61471429-89d6-4df8-b904-6688f7fe4605/resourcegroups/sninudevrgp001/providers/microsoft.web/sites/sninudevaps003","FTPS should be required in web apps","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/19beaa2a-a126-b4dd-6d35-617f6cc83fca/resourceId/%2fsubscriptions%2f61471429-89d6-4df8-b904-6688f7fe4605%2fresourcegroups%2fsninudevrgp001%2fproviders%2fmicrosoft.web%2fsites%2fsninudevaps003","3/3/2022 8:30:30 PM"
